id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
603,2016,Hyderabad,30-04-2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,15.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
530,2015,Mumbai,17-04-2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0.0,6.0,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,
28,2017,Mumbai,24-04-2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,normal,0,Rising Pune Supergiant,3.0,0.0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
528,2015,Pune,15-04-2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0.0,5.0,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,
11440,2020,Dubai,10-10-2020,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,37.0,0.0,Virat Kolhi,Dubai International Cricket Stadium,,,
250,2011,Mumbai,17-04-2011,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,3.0,Yuvraj Singh,Dr DY Patil Sports Academy,Asad Rauf,AM Saheba,
175,2010,Mumbai,12-03-2010,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,11.0,0.0,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,
581,2016,Kolkata,13-04-2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,6.0,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,
11314,2019,Chennai,09-04-2019,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,7.0,DL Chahar,M. A. Chidambaram Stadium,Rod Tucker,C Shamshuddin,Ulhas Gandhe
567,2015,Mumbai,14-05-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,5.0,0.0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,
154,2009,Johannesburg,10-05-2009,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,7.0,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin,
240,2011,Kolkata,11-04-2011,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,9.0,0.0,JH Kallis,Eden Gardens,RE Koertzen,SK Tarapore,
361,2012,Jaipur,10-05-2012,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,4.0,BW Hilfenhaus,Sawai Mansingh Stadium,BNJ Oxenford,C Shamshuddin,
47,2017,Hyderabad,08-05-2017,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0.0,7.0,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
11,2017,Kolkata,13-04-2017,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,8.0,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
20,2017,Rajkot,18-04-2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,21.0,0.0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
11428,2020,Abu Dhabi,01-10-2020,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,field,normal,0,Mumbai Indians,48.0,0.0,Kieron Pollard,Sheikh Zayed Stadium,,,
45,2017,Bangalore,07-05-2017,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,6.0,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
11313,2019,Mohali,08-04-2019,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,KL Rahul,IS Bindra Stadium,Marais Erasmus,Anil Dandekar,Nitin Menon
607,2016,Rajkot,03-05-2016,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,8.0,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
65,2008,Jaipur,21-04-2008,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0.0,6.0,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,
11457,2020,Abu Dhabi,24-10-2020,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,59.0,0.0,Varun Chakravarthy,Sheikh Zayed Stadium,,,
105,2008,Kolkata,20-05-2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,6.0,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,
11333,2019,Bengaluru,24-04-2019,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,17.0,0.0,AB de Villiers,M. Chinnaswamy Stadium,Bruce Oxenford,C Shamshuddin,Rod Tucker
217,2010,Bangalore,10-04-2010,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,7.0,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper,
35,2017,Chandigarh,30-04-2017,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,10.0,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,
231,2010,Mumbai,21-04-2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,35.0,0.0,KA Pollard,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,
76,2008,Delhi,30-04-2008,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,10.0,0.0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,
571,2015,Bangalore,17-05-2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,0,,0.0,0.0,,M Chinnaswamy Stadium,HDPK Dharmasena,K Srinivasan,
108,2008,Chandigarh,23-05-2008,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,
11446,2020,Sharjah,15-10-2020,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,normal,0,Kings XI Punjab,0.0,8.0,KL Rahul,Sharjah Cricket Stadium,,,
575,2015,Ranchi,22-05-2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,3.0,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,
627,2016,Kanpur,19-05-2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,6.0,DR Smith,Green Park,AK Chaudhary,CK Nandan,
540,2015,Ahmedabad,24-04-2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,9.0,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
343,2012,Chennai,28-04-2012,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Kings XI Punjab,7.0,0.0,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",BF Bowden,SK Tarapore,
601,2016,Pune,29-04-2016,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0.0,3.0,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
285,2011,Jaipur,09-05-2011,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,63.0,0.0,M Vijay,Sawai Mansingh Stadium,K Hariharan,SJA Taufel,
86,2008,Mumbai,07-05-2008,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,7.0,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,
7896,2018,Kolkata,08-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,4.0,SP Narine,Eden Gardens,C Shamshuddin,A.D Deshmukh,S Ravi
497,2014,Cuttack,14-05-2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,6.0,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,
424,2013,Raipur,01-05-2013,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0.0,7.0,DA Warner,Shaheed Veer Narayan Singh International Stadium,HDPK Dharmasena,CK Nandan,
289,2011,Chennai,12-05-2011,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,18.0,0.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri,
97,2008,Chandigarh,28-05-2008,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,41.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,
11441,2020,Dubai,11-10-2020,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0.0,5.0,Rahul Tewatia,Dubai International Cricket Stadium,,,
434,2013,Mumbai,07-05-2013,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,65.0,0.0,SR Tendulkar,Wankhede Stadium,HDPK Dharmasena,S Ravi,
529,2015,Visakhapatnam,16-04-2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,6.0,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
11443,2020,Sharjah,12-10-2020,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,82.0,0.0,AB de Villiers,Sharjah Cricket Stadium,,,
7949,2018,Pune,20-05-2018,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,5.0,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,Marais Erasmus
22,2017,Indore,20-04-2017,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,8.0,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
254,2011,Mumbai,20-04-2011,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0.0,7.0,MM Patel,Wankhede Stadium,Asad Rauf,AM Saheba,
7951,2018,Kolkata,23-05-2018,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kolkata Knight Riders,25.0,0.0,AD Russell,Eden Gardens,Nitin Menon,Anil Chaudhary,Kumar Dharmasena
11332,2019,Chennai,23-04-2019,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,6.0,SR Watson,M. A. Chidambaram Stadium,Nigel Llong,Anil Chaudhary,Vineet Kulkarni
563,2015,Chennai,10-05-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12.0,0.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,
11445,2020,Dubai,14-10-2020,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,0,Delhi Capitals,13.0,0.0,Anrich Nortje,Dubai International Cricket Stadium,,,
7935,2018,Delhi,10-05-2018,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0.0,9.0,S Dhawan,Feroz Shah Kotla,C Shamshuddin,Anil Dandekar,S Ravi
11444,2020,Dubai,13-10-2020,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,20.0,0.0,Ravindra Jadeja,Dubai International Cricket Stadium,,,
222,2010,Chennai,13-04-2010,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0.0,9.0,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel,
3,2017,Rajkot,07-04-2017,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,10.0,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
212,2010,Jaipur,07-04-2010,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0.0,9.0,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore,
11451,2020,Dubai,18-10-2020,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0.0,0.0,KL Rahul,Dubai International Cricket Stadium,,,
2,2017,Pune,06-04-2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Rising Pune Supergiant,0.0,7.0,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
7909,2018,Mohali,19-04-2018,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,15.0,0.0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nigel Llong,Anil Chaudhary,Vineet Kulkarni
171,2009,Centurion,21-05-2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,12.0,0.0,MK Pandey,SuperSport Park,IL Howell,S Ravi,
286,2011,Hyderabad,10-05-2011,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Pune Warriors,0.0,6.0,MR Marsh,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,
628,2016,Raipur,20-05-2016,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,6.0,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
163,2009,Johannesburg,16-05-2009,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,6.0,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,
481,2014,Bangalore,04-05-2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,4.0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,
479,2014,Mumbai,03-05-2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0.0,5.0,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,
179,2010,Chennai,14-03-2010,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,normal,0,Deccan Chargers,31.0,0.0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,
113,2008,Jaipur,26-05-2008,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,5.0,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,
211,2010,Chennai,06-04-2010,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper,
463,2014,Dubai,19-04-2014,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0.0,4.0,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,
11425,2020,Dubai,28-09-2020,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,0.0,0.0,AB de Villiers,Dubai International Cricket Stadium,,,
267,2011,Jaipur,29-04-2011,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,7.0,J Botha,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore,
11430,2020,Abu Dhabi,03-10-2020,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0.0,8.0,Yuzvendra Chahal,Sheikh Zayed Stadium,,,
49,2017,Kanpur,10-05-2017,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,2.0,SS Iyer,Green Park,YC Barde,AK Chaudhary,
68,2008,Hyderabad,24-04-2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,3.0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,
7917,2018,Bengaluru,25-04-2018,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,5.0,MS Dhoni,M Chinnaswamy Stadium,Nigel Llong,Virender Kumar Sharma,Anil Chaudhary
96,2008,Mumbai,14-05-2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,9.0,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,
512,2014,Chandigarh,25-05-2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,7.0,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,
313,2012,Visakhapatnam,07-04-2012,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,0,Chennai Super Kings,74.0,0.0,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,JD Cloete,HDPK Dharmasena,
363,2012,Kolkata,12-05-2012,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,27.0,0.0,RG Sharma,Eden Gardens,S Ravi,SJA Taufel,
39,2017,Delhi,02-05-2017,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,6.0,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
631,2016,Kolkata,22-05-2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22.0,0.0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
9,2017,Pune,11-04-2017,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,normal,0,Delhi Daredevils,97.0,0.0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
17,2017,Bangalore,16-04-2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rising Pune Supergiant,27.0,0.0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
322,2012,Kolkata,13-04-2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0.0,5.0,Shakib Al Hasan,Eden Gardens,Asad Rauf,S Asnani,
357,2012,Delhi,07-05-2012,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0.0,6.0,JH Kallis,Feroz Shah Kotla,JD Cloete,S Ravi,
474,2014,Sharjah,27-04-2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0.0,5.0,DR Smith,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,
210,2010,Nagpur,05-04-2010,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2.0,0.0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,
7902,2018,Mumbai,14-04-2018,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,7.0,JJ Roy,Wankhede Stadium,K Ananthapadmanabhan,Nitin Menon,Rod Tucker
11317,2019,Kolkata,12-04-2019,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0.0,7.0,S Dhawan,Eden Gardens,Yeshwant Barde,O Nandan,Rod Tucker
610,2016,Hyderabad,06-05-2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0.0,5.0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,
548,2015,Delhi,01-05-2015,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,9.0,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,
207,2010,Mumbai,03-04-2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,0,Mumbai Indians,63.0,0.0,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi,
206,2010,Chennai,03-04-2010,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,23.0,0.0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,
18,2017,Delhi,17-04-2017,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0.0,4.0,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
11414,2019,Visakhapatnam,10-05-2019,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,6.0,F du Plessis,ACA-VDCA Stadium,Sundaram Ravi,Bruce Oxenford,Chettithody Shamshuddin
7894,2018,Mumbai,07-04-2018,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,1.0,DJ Bravo,Wankhede Stadium,Chris Gaffaney,A Nanda Kishore,Anil Chaudhary
408,2013,Delhi,21-04-2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0.0,9.0,V Sehwag,Feroz Shah Kotla,HDPK Dharmasena,S Ravi,
523,2015,Delhi,12-04-2015,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,3.0,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,
385,2013,Delhi,06-04-2013,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,0,Rajasthan Royals,5.0,0.0,R Dravid,Feroz Shah Kotla,S Das,C Shamshuddin,
246,2011,Jaipur,15-04-2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,9.0,G Gambhir,Sawai Mansingh Stadium,Aleem Dar,SS Hazare,
183,2010,Delhi,17-03-2010,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,98.0,0.0,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore,
7950,2018,Mumbai,22-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,2.0,F du Plessis,Wankhede Stadium,Marais Erasmus,C Shamshuddin,S Ravi
203,2010,Delhi,31-03-2010,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,67.0,0.0,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,
11435,2020,Abu Dhabi,06-10-2020,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,57.0,0.0,Suryakumar Yadav,Sheikh Zayed Stadium,,,
257,2011,Mumbai,22-04-2011,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,8.0,0.0,Harbhajan Singh,Wankhede Stadium,Asad Rauf,AM Saheba,
339,2012,Pune,24-04-2012,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Delhi Daredevils,0.0,8.0,V Sehwag,Subrata Roy Sahara Stadium,S Ravi,RJ Tucker,
353,2012,Kolkata,05-05-2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,7.0,0.0,SP Narine,Eden Gardens,BF Bowden,SK Tarapore,
460,2014,Abu Dhabi,18-04-2014,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0.0,6.0,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,
182,2010,Kolkata,16-03-2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,55.0,0.0,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba,
243,2011,Chandigarh,13-04-2011,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SL Shastri,
262,2011,Chennai,25-04-2011,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,25.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,
498,2014,Ahmedabad,15-05-2014,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,62.0,0.0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,
306,2011,Chennai,27-05-2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,43.0,0.0,CH Gayle,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,
475,2014,Dubai,28-04-2014,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,5.0,Sandeep Sharma,Dubai International Cricket Stadium,BF Bowden,S Ravi,
11316,2019,Jaipur,11-04-2019,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,4.0,MS Dhoni,Sawai Mansingh Stadium,Bruce Oxenford,Ulhas Gandhe,Chris Gaffaney
189,2010,Cuttack,21-03-2010,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,10.0,0.0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,
462,2014,Dubai,19-04-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,7.0,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,
7898,2018,Chennai,10-04-2018,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,5.0,SW Billings,"MA Chidambaram Stadium, Chepauk",Anil Chaudhary,Chris Gaffaney,A Nanda Kishore
